category_cc	join_date	channel	name_cc	subscribers_cc	videos_cc	subscriber_rank_sb
Music	2014-05-15	UCCp5_UFgkFvbMTOHfWQnJLQ	Machine Funk Savanta...	23300	2199	492600.0
Music	2006-12-27	UCUs8sGiP4avNaYNVO22INhQ	Machine Gun Kelly	5170000	194	1540.0
Music	2013-08-27	UCDbLC4CaZzi4jt5KyAF0ZQw	Machine Gun Kelly - ...	86900	262	187423.0
Comedy	2008-03-30	UCZnbq8i1UTLcDLQ3xietOKg	Machine Gun Mike	65600	94	220948.0
Music	2006-01-07	UC5mX9jQdmMRzCLfOJmeyhsg	Machine Head	147000	210	107209.0
Science & Technology	2016-07-18	UCQfMyugsjrVUWU0v_ZxQs2Q	Machine Tech Video B...	31468	12	321008.0
Science & Technology	2016-08-01	UCfsznjef2zGJnrCRQBXqo6Q	Machine Thinking	168000	13	99965.0
Science & Technology	2017-04-08	UCt8K_xChA4usWW-ePqAB87g	MACHINE WORLD	12331	49	649304.0
Gaming	2014-04-23	UCpWM5pgX_WErWqnR0sRj1-g	Machinegunbenji	12100	100	801346.0
Gaming	2018-01-27	UCgYJcIBzbqkjiOVHSCgHOWg	MachineGunGum	42200	40	269629.0
Gaming	2014-01-19	UClh7iLtDbHPoGjh1pXeB6DQ	MachinePlays	104890	1286	115835.0
Entertainment	2009-04-24	UCHZgztjCu-DhdJcq-ZZLXnA	Machinery Pete	31523	1502	386339.0
Science & Technology	2014-02-24	UCguI73--UraJpso4NizXNzA	Machinery Restorer	101000	158	156149.0
Autos & Vehicles	2008-09-04	UCv8hfZ3J4hDMBLFBZQ4emcw	Machinery Trader	11000	82914	807096.0
Gaming	2012-05-24	UCQhjmudJqDrUKQpfu55Tr-w	MachinimaTurner	44500	356	319210.0
Education	2011-05-06	UCB36dnqV2JAaLmcXC1NhtEQ	machiningmoments	27700	47	437878.0
Entertainment	2017-08-02	UC9Qwzot34KZGeizTB1lbBYw	Macho Official	96500	241	135273.0
Entertainment	2013-07-20	UCbw9id8cyqDW7ZCRvYnI_xg	Macho T	100000	1696	156290.0
Howto & Style	2014-01-17	UCBNmpyNc3k_ZFGcLGRX3DtQ	Ashley Bedeck	172000	968	86215.0
Entertainment	2011-10-13	UCLDTEAWEG5WQyVoMMC-pqsw	Ashley Berges	23000	509	451263.0
People & Blogs	2012-10-03	UC9y8Qz1fy95kAuI6njKFOpQ	Ashley Black Guru	65600	237	230350.0
Howto & Style	2010-06-19	UCpHE0wWd8SbusF0psgOyhdQ	Ashley Bloomfield	98562	160	170425.0
Howto & Style	2013-11-28	UCAZFNkUQ8T2YuUBOxrEuaGg	Ashley Bond	38700	171	359730.0
People & Blogs	2011-11-16	UCgyh5czhVvkLuTdSBXhGqwg	Ashley Bracero	11400	139	910777.0
People & Blogs	2013-10-24	UCrB-gI1aOqz4PQJN7HA_usg	Ashley Brooke	440000	499	41345.0
Howto & Style	2012-08-31	UC6Wbc6zpbxczgK70buYfZwQ	Ashley Callahan	98556	30	156252.0
Howto & Style	2011-01-19	UCmUI_hWH4pbNxFvzAlNwJJA	Ashley Chennel Beaut...	43600	451	323379.0
People & Blogs	2015-07-01	UC_zppMoGaE4bXBD4CiB7aNw	ASHLEY DANEILLE	11500	274	917865.0
Howto & Style	2014-11-27	UC7r5Py7kYzTzpOzUA0tohcA	Ashley Dawn	263743	21	72315.0
Entertainment	2015-04-16	UC9XIRnYOcziiFtHEWRqJRBQ	Ashley Deshaun	355000	261	50170.0
Howto & Style	2014-01-02	UClhVtZ6PmgT2z9pwOHHAySA	Ashley Desires	14800	119	740863.0
Howto & Style	2013-03-29	UC24WKCXwCdKOmdsq6o74b8A	Ashley Devonna	354000	324	51278.0
People & Blogs	2018-08-13	UCZNFXNnKOLdA5ZD7Sn2p5aQ	Ashley Ducey	41500	189	272354.0
Howto & Style	2008-01-13	UCzNmK5KgzTTq3fz9XxXIxWw	Ashley Elizabeth	317000	488	55660.0
People & Blogs	2014-01-20	UCO_fHGqf-A_ofdhdeNteEgQ	Ashley Empowers	70800	483	215697.0
Howto & Style	2010-10-30	UC23FcVktil5oAFQuM5m2G5A	Ashley Fisher	25000	65	486580.0
Music	2009-07-12	UCo92ItmoOLJKlK70ET9qP9g	Ashley Freeman	27911	64	429351.0
Howto & Style	2013-05-03	UCW-i_i3oMolgauNTxPc0kZQ	Ashley Garcia	193012	84	85262.0
Gaming	2018-02-18	UCOKMTPiJIzxe3Ul7dFAc0lQ	Shawn K The King	14885	1068	563297.0
People & Blogs	2006-02-17	UC2obQgFtjlt8RsZeZfVnwoQ	Shawn Lee	367097	534	48087.0
People & Blogs	2018-08-11	UChYnzSIgOCosfnWAMVWIA7A	Shawn Letras	29857	17	
Entertainment	2006-12-31	UC1w7szB1zBuIjsdJDR4l4qQ	Shawn Mathews	17900	53	637764.0
Entertainment	2018-02-06	UCxTRjl7nYz4UFkR5KfoluQg	Shawn Media 238	15400	294	
Music	2011-01-19	UCAvCL8hyXjSUHKEGuUPr1BA	Shawn Mendes	23479003	87	89.0
Music	2014-06-29	UC6ZjlLJhqP79nqGr3Ic6Adg	Shawn Mendes - Topic...	88000	413	186680.0
Entertainment	2012-07-27	UC7jFw6kNAqKiKGIgz3PXqWA	Shawn Oats	13800	27	782219.0
Howto & Style	2012-03-14	UCmAif1wpuJih2_ZMqeKJ5FA	Shawn Paul	14911	138	659969.0
Howto & Style	2012-07-21	UCqo0xuUaa_y8O7LMvGYc1xw	Shawn Petite	11300	543	747606.0
Gaming	2009-12-25	UCJWC0Xl1rKrnMPGptYH2eCQ	Shawn Reardon	15083	1112	724019.0
Autos & Vehicles	2006-10-15	UCC5gOBqxAcI3yu2tO_8TXpQ	Shawn Smoak	32300	794	403703.0
People & Blogs	2018-06-26	UCuRYugT7op_l3_DTTHFxLKw	Shawn Storm Official...	32400	17	371323.0
Entertainment	2015-03-10	UCAw3NqdzpIc0Nn6C-zpzYqw	Shawn Toy Car Channe...	11700	159	897848.0
Music	2007-07-01	UCxR6V2YBGXJtEdQ8mFCBTyw	Shawn Tubbs	20500	191	525756.0
Music	2008-12-20	UCXLrdG_ZVt4US1iV40ytiQQ	Shawn Wasabi	803866	14	21007.0
Entertainment	2009-06-18	UCbjUM41Sd4N-JSDlyrTwr6Q	Shawn Welling AXI	78500	246	199529.0
Music	2012-01-01	UCIiAle8pfUTzoOombGLc_1Q	Shawn West Beats	21147	472	
Education	2011-06-13	UCYbru-MPO1xjes4FVn61JUQ	Shawn Woods	1190000	553	12439.0
Music	2007-04-11	UCh-eQqkKPVaypi87F0elKAQ	Shawn XG	11900	14	871249.0
People & Blogs	2016-11-28	UCiwOASHEQYcmq1GxE_UuDfQ	Baby Toys Collection...	33200	228	370689.0
Education	2017-02-11	UCILjImF6-kFsrhBbgep6udg	Baby Tube Fun - Cute...	103000	2848	120308.0
Gaming	2017-04-22	UCc6X8K4AuifzwBLMkG5dVjw	BABY TV Games Cartoo...	95000	52	172636.0
Education	2015-05-20	UCSkpgyLJfM7sbnd5ZctA1FA	Baby TV Games Nurser...	146000	409	105889.0
Comedy	2012-12-29	UCkIzh3xQtmNsa8ZFvhXRMPA	Baby Vee	160000	441	106965.0
Music	2015-01-05	UCxbpWctxdlPztlHcfu8zgDQ	Baby Wally	67000	52	215918.0
Entertainment	2017-02-10	UC0JgAJIRa_u8UlfFLmiKFxQ	Baby yogana	10645	58	927135.0
Film and Animation	2013-04-22	UCCk_jWzWU7-La7fh91Zow0A	Baby-Galaxy -Dino	17300	111	657499.0
People & Blogs	2017-12-12	UC_1gEuZrvm-FCf5NAHpqa2Q	BabyAnimation	62800	20	209174.0
Music	2009-05-12	UCLkIKm9FahRbH-72LvqmIdg	BabyBashVEVO	313000	119	58733.0
Music	2015-06-23	UCoZesUWLk4i--38qWAddReA	BabyBearBass	156000	294	111138.0
Music	2018-03-10	UCLcORtQq_VqY64Omazhpo3g	babyboybaek	16000	65	682999.0
Education	2016-07-15	UCpYye8D5fFMUPf9nSfgd4bA	BabyBus - Kids Songs...	7200000	1270	339.0
Entertainment	2019-07-31	UCbuZXVA1FbtXntOU6seYVrw	Babyccino TV	180000	277	92067.0
Howto & Style	2009-02-06	UC2Wp2LM9bspvkzmDKjqTD-g	BabyCenter	267000	270	62973.0
People & Blogs	2016-02-10	UC3gaQduurXoDOFMSNSKnJVA	BabyCentre	12600	205	750765.0
Entertainment	2019-03-06	UCwKRMfhedatV3_lzY3-szkg	Babyclay	22900	188	509520.0
Gaming	2019-04-03	UCJxzf3M_IjA1UUH7aVKTETQ	Babydillster	10100	60	833447.0
Entertainment	2013-10-04	UCnfXvbHLzy82So5gjUn80zA	BabyDino - Nursery R...	478000	28	37330.0
Entertainment	2011-07-08	UCdFxV_gTUP_zc7RzSCzay1w	Ride with Sagar	90400	140	167943.0
Autos & Vehicles	2013-03-20	UC5MGFQ-Okh5Rk23Dzf70clw	Ride with Vj	14900	163	525003.0
Gaming	2010-10-25	UCiabjxzyg-oz42X4Hgt9wZQ	Ride YT	25700	172	441277.0
Sports	2015-12-20	UCuYGLejsed-jyQ1ReG_bvww	RIDE365.com	40700	204	337379.0
People & Blogs	2016-01-20	UCkhlSSbF2mG6_JueRq1WWLg	ridebyben	15123	101	720837.0
People & Blogs	2015-08-20	UCOGxF6XXGahZgYLWCdTKydA	RiDeHaRd79	23222	108	520446.0
Music	2012-06-14	UCIesQAH8Z8SbA2rR6Ujx_Xw	RideOfficial	17500	163	610262.0
Entertainment	2018-07-26	UCBnHMS89gOpohY-DKy90ONg	Rider PH Studios	140229	3725	90116.0
Autos & Vehicles	2016-10-14	UCez_H7yP9auoWeAR9AqMBkQ	RiderCamTV	11400	165	827085.0
Travel & Events	2017-02-05	UCz3bPLqJMACZj9h5bClFVFA	RiderGirl Vishakha	312000	171	53443.0
Sports	2018-06-11	UClLD337cirvJ1FZqn7Zmbrw	Riders Boutique	40187	36	276943.0
Gaming	2010-05-20	UCWGqtI29c8A7urrnsAoPY2g	RidersDX	18200	205	584207.0
Gaming	2010-04-03	UCqtER3wFZ1u2HaJcwKQW66g	Riderssonic123	31800	613	391937.0
People & Blogs	2017-06-23	UCEUF9ZdWAxbEituiSPyApKg	RiderSuru	44000	42	283969.0
Howto & Style	2006-08-25	UCwDPNVU98CmBAf-ZI8_VPHw	Rides of Japan	28300	149	380758.0
People & Blogs	2016-09-05	UCIdEYx5MwpISAujYA6cwvWg	RideShare Tips	15400	47	688969.0
Autos & Vehicles	2009-10-18	UCuWgkNGyDMusw1t_j3LHmng	RideswithChuck	19500	323	582738.0
Autos & Vehicles	2009-06-10	UC5XK1QOYR9VaZUGQfLgCpog	ridetechtv	21700	289	513705.0
Sports	2016-06-12	UCy9-hOwXtlLW_3t71qO3ptg	Ridezone	40500	12	315143.0
Sports	2014-05-10	UClovc7YKQJDFzFOnrnUeMtw	Ridge & Valley Pursu...	14955	95	569406.0
Entertainment	2015-05-21	UC7inblWZMGVaq6Y2nNjuZaw	Indian Talkies	1320000	144	10679.0
Science & Technology	2014-02-26	UCXTsBaN3tk-8gvMlifWEHcw	INDIAN TECH POINT	90222	954	182567.0
Science & Technology	2018-04-15	UCNt9byL46I2DQTpN0Q0UB4A	Indian Tech YouTube	170000	474	93708.0
Travel & Events	2011-08-30	UC5jQ5GWvPLi1KdtbW6CzNdQ	Indian Trains	23300	300	446415.0
Music	2017-10-20	UCURRxT6WZIe4Dexmjf9Hvwg	Indian Trap	77500	318	167894.0
Entertainment	2014-07-20	UC1FarnucFF354sM3Sqea4Fw	Indian Tribal School...	25000	51	495596.0
Entertainment	2017-08-10	UCsWDo1Pe5vjnixiZjh39Zxg	indian tv celebritie...	385000	1032	34714.0
People & Blogs	2010-06-09	UCHjqUvbHAyKdS1UZwhTPoHg	Indian Twin Mom	14000	144	737055.0
Howto & Style	2014-08-31	UCKef1ejCOy2uXNp9TXr9oTg	Indian Vegetarian Re...	285000	385	59978.0
Howto & Style	2013-12-15	UCLrMuChmv5qM3xe57RLsDzQ	Indian Vegetarian Re...	11900	60	842499.0
Entertainment	2012-05-21	UCoVSP31SCvCQFcn4_TxE5qA	Indian video zone	145000	30	122379.0
People & Blogs	2015-08-18	UC-2ajHyfmdtyXrJXVGQaW7A	Indian Vlogger Kriti...	40300	417	255940.0
Howto & Style	2017-07-10	UC_zrER1T7De4cZ1Z5PGWhcQ	Indian Vlogger Souma...	448000	692	37580.0
Howto & Style	2018-01-13	UCUgY0x3uYC79betpz_oQtew	Indian Vlogger Soumi...	20400	238	424816.0
Howto & Style	2014-04-11	UCr6omsaAF7OhDinZafTsceA	Indian youtuber deep...	99600	572	152036.0
Howto & Style	2011-11-19	UC8ubhy7qKkzlufFfaa5ARkg	Indian Youtuber Joys...	17900	206	591729.0
Howto & Style	2018-12-01	UCaMhdIYsarYwtSiNHUP8Bmg	Indian YouTuber Lika...	96100	200	
People & Blogs	2013-02-09	UC2RyqlP3uG_oV88LPazkGvQ	Indian Youtuber Munm...	17300	113	493109.0
Howto & Style	2017-01-19	UC5pwXDsgf-SXZ1mwLWssQCg	Indian Youtuber Priy...	457000	645	37226.0
People & Blogs	2006-01-15	UCsH1eey6t_y4pCcJBxH_EvQ	Nadiaxel	104916	91	117767.0
People & Blogs	2019-01-18	UCtkt0tsit5qv6mBTN9tO3kw	Nadia’s table مط...	45100	111	260890.0
Entertainment	2012-06-30	UCbZqfxAmB3I_JgbtAQNqCFQ	Nadica Ademov	22300	59	
Howto & Style	2012-06-17	UC82jYBB3OeO6b7mz7WMI9dA	Nadiia Ageyeva	84506	508	174315.0
People & Blogs	2010-12-24	UCzi2BQ_-JRawkYhyXa3tmPQ	NadinaIoana	23324	50	495179.0
Film and Animation	2014-09-27	UCag0Yi1S2sTmuPcr8ED91yA	Nadine Baggott	113238	297	138155.0
Entertainment	2012-06-26	UCA30QvqtgSe5u9fJW7NvhXQ	Nadine Clarke	28500	141	415199.0
People & Blogs	2016-09-19	UCc_-Q60WwNOLWQcaFfs_Egw	Nadine Elamnaoir	162326	17	100207.0
Howto & Style	2010-11-02	UCnk1erEn6YtZpyrQFxBlHvg	Nadine Felice	91700	195	165115.0
People & Blogs	2014-04-01	UCb2agGSxC8zQli5L33wOf6g	Nadine Mayerhofer	44600	43	293736.0
Entertainment	2011-01-16	UCzWyoVOjLu7KjUi0Ejx1lYw	Nadine Saab / الص...	12540	114	812235.0
People & Blogs	2016-05-15	UCe-Z6yYehdJx--kTr65Jn_Q	NadinStyle	33400	43	390939.0
Entertainment	2017-12-12	UCYz1b6L1p-mNNAzN1Khjvgg	Nadira Puchi	165000	36	97122.0
Howto & Style	2009-01-08	UCob29M4CaOz_N8cZ486hr2g	Nadira037	254000	74	71285.0
Music	2006-05-13	UCM6K9NW-FS0twzH959jF8jA	Nadishana	27720	284	444209.0
Entertainment	2008-12-19	UCKJ08TgPdcW4as_pfY4Dauw	Nadiya Shah	124000	2485	124474.0
Entertainment	2015-09-08	UCKVzKV4zJ-FXyamw9kD2f8A	Nadja Stanojevic	353054	452	51543.0
Gaming	2016-02-13	UC8rDFpmimDsNPo-zDvsQ8bQ	Nady Chan	11900	254	873314.0
Howto & Style	2012-08-11	UCn9360vpG45il4YTWyXBXgw	Nadya Aqilla	182000	304	93786.0
Howto & Style	2015-02-16	UCa2N2iz0BMv030PW0Ij9zVg	Nadya Drozdova	11900	77	744304.0
Music	2017-11-23	UC9-RIbjJniCyhM26RTYx0bw	zucaritas	18000	23	591613.0
Music	2009-05-21	UCG4RubLWf6IFFbKhWKWj-yA	Zuccheromusic	181215	122	91954.0
Music	2009-05-12	UCaEAjkLlPbau1KdWQ7rfrfQ	ZuccheroVEVO	117754	49	146217.0
Education	2016-10-20	UCE9htqwsu0II6KrpVKdrXHw	Zuck That	28635	16	446034.0
Comedy	2014-12-17	UCvzpjWVymu0PW_epihp_-qA	Zuckles	1180000	212	12555.0
Entertainment	2016-08-30	UCoo9YOscHIvIoW-8AeBw6NQ	ZuDa TV	190000	81	67943.0
Gaming	2011-11-28	UCB-UY_HpZgYMfkYi2Xxs-lA	Zueljin Gaming	304000	4010	60315.0
Gaming	2012-02-25	UC4Rg0e_HfT_o3I06A1khzhA	zues121510	13661	23	786894.0
Gaming	2013-12-28	UCAG6zyZ0AY00lDSRz_XGdDw	Zuhair	24400	307	464609.0
Travel & Events	2008-08-19	UCuVyqJ-aT7WVBbN0VkN-c2g	Zuhair Farouk	13400	89	718407.0
Music	2010-04-09	UC7MCsr5uq2ULP4VvnvT0pZg	Zuhair Francis offic...	12796	91	720477.0
Gaming	2015-04-19	UCXv94uZYi_IOUE7K5KblfgQ	zuhn	416000	92	34749.0
Gaming	2014-10-25	UCx3uuKBJIuQag-ssxfm_C4A	Zuiy	12071	18	869109.0
Entertainment	2011-08-26	UCq1XWeOCt0QZN-l76B6UN1w	Zukich	55000	29	265808.0
People & Blogs	2012-05-15	UCSPGS1UgAvj3ed7_QRwd2FQ	ZukieART	12700	134	811243.0
Comedy	2016-07-01	UCRXpUd6Q6BvHiFMUJS1jC9g	ZukkoMemes	147767	133	101436.0
Gaming	2018-06-05	UCE_C9aBPDzZnaBEEcwvtDPQ	Zula Europe	12700	369	807555.0
Nonprofits & Activism	2013-01-17	UC_xuueCt7ZXu_ziiRQ-vzrg	Zulfiqaar Media	80400	189	199297.0
People & Blogs	2017-07-05	UCY1OTfL4-5G9MPU3iFLfREw	Zulicus	13200	13	790326.0
Sports	2006-04-24	UCifhsm0zrAIWGyC04lYuFOg	Nick Wright	235000	1206	72746.0
People & Blogs	2016-01-03	UC3-0S7vXfwYY2jj5EkMpymA	Nick Zammeti	481494	291	33265.0
Autos & Vehicles	2016-09-05	UCKxu_85y8YGFQcY11cJGNtA	Nick's Garage	102000	132	149645.0
Sports	2012-02-17	UCEr4irFkzHnhPt0uG8lOpug	Nick's Strength and ...	777000	1737	21654.0
People & Blogs	2018-07-29	UClfyDMfX-RhmExpVm-nCl4Q	Nick's Strength and ...	38000	20	355098.0
Gaming	2012-12-21	UC4NiySIS-GE2kSFCL5d9Xjg	nick10goldolov	27057	314	462580.0
Gaming	2011-12-04	UCop_nyUWPXbyCLWSGfnPLSg	Nick28T	606000	1994	29533.0
Gaming	2007-05-30	UC-EWIqLzm4ttojYUAOSht9A	Nick930	152000	694	90450.0
Music	2013-01-03	UCIVlrqnU55Bs73F8tGTwX6Q	nickasenjofilms	12700	69	782244.0
Gaming	2013-12-07	UCMxYQX1zaepCgmiSmwbT39w	nickatnyte	2540000	2644	5073.0
Gaming	2014-05-09	UCuoTqrobMyZj0ge8LOCkiSw	nickatnyte2	221000	733	81433.0
People & Blogs	2015-01-26	UCiSYcRtgXjXioBYMvOem8Lw	NICKBROKE TV	13200	116	
Gaming	2012-01-03	UCmrpyAm5UL1kNHja7WbM6yA	nickbunyun2	349000	953	47660.0
People & Blogs	2014-10-25	UCJeMIfDZeEAMX9poCvD1-zA	NickCamryn	115000	78	136320.0
Gaming	2013-12-23	UCF5fbdbEsRY4uME06l_PVsQ	NickDominates	476667	457	38376.0
Music	2012-09-12	UC69vLXbBt-VRWRyhLwNIMZA	NickEBeats	34800	708	390263.0
Sports	2012-05-28	UCvSjY1UenxybHK1aeMs7LBA	NickEdson	22800	264	535384.0
Howto & Style	2012-10-24	UCJjZBB42cma00UMFFPR3Img	Nickeil Genesis	15970	197	699664.0
Gaming	2010-06-26	UCHZWwgw9RDcvbRu0fD-MgQA	Nickel	25284	31	499258.0
Entertainment	2016-11-12	UCTlpHovkj9ByE9ksEHTbVwQ	nickel rios	33700	96	392106.0
People & Blogs	2015-12-18	UCzAxQ3vGD6Unk1GyxjJ9bmg	Vivienne	53700	79	271097.0
Nonprofits & Activism	2009-11-06	UCQ1nxbIOI0XbznbPzjlzqPg	Vivienne Westwood	12300	176	810918.0
Entertainment	2011-10-02	UCOnQvpKoRz7FnPYNJUOda-A	vivienvalz	239000	339	76576.0
Film and Animation	2010-02-01	UCGmMf9j7PDnewU1z4c9edpA	Vivify cg	71900	20	187865.0
Gaming	2007-05-18	UCi9Xe5r9hM39J2FAkCak8YA	ViviLatvia	10975	4580	866579.0
Entertainment	2018-04-24	UCKLLW6CJzsEnHf-SS8dsBYQ	Vivmom Sews	19000	115	579525.0
Science & Technology	2014-04-24	UCLaKL3B4OYKBO1LHIiSWd5w	vivo Malaysia	85816	201	150474.0
Science & Technology	2016-09-20	UCDtSvU_09zhvr3ANUB1a1Mw	Vivo Philippines	141245	177	82597.0
Entertainment	2015-02-24	UCUM5M9gjQIDQx6bWRDSBeHg	Vivoree	309645	31	39006.0
Film and Animation	2012-09-09	UCzfyYtgvkx5mLy8nlLlayYg	Vivziepop	1430000	225	10041.0
Entertainment	2019-01-18	UCeeMRbUIXsBm50CDq0m1d6Q	Viwa Brothers	636000	14	24245.0
Entertainment	2017-08-29	UCBB-MPp_uyVPJBsIO7vfe2Q	Viwa Food World	2620000	191	3938.0
News & Politics	2011-11-13	UC27GoaYlX4Fn6cbdt_hOdVg	Vix Crush	11300	412	896868.0
Gaming	2014-12-05	UCfgqZ31lrn3oVqErhlHCv_g	VIX50	58000	248	253149.0
Gaming	2012-05-25	UCL6ZAH3O25Va2yvXQ0G7CpA	Vixarya	164000	218	110199.0
Music	2013-07-29	UCdMrYsSAbpk_wleBExF1uVg	Vixen Vendetta	15700	44	703453.0
Gaming	2014-01-08	UCDzD0vPEDA9GNJlEiYMc1ow	VixenSimmer	80300	191	196866.0
Gaming	2015-06-15	UCVbTPW6MK9_qMPqAMWNq2fg	VixiGeek	125000	409	133365.0
People & Blogs	2017-12-15	UCBWckWiKf2cuw98hZjOU4WA	Vixiniara•Mochii	40400	138	330053.0
Film and Animation	2017-08-21	UCXzlKgJxcDC9SiqR1G6sD2w	Vixrei	32300	25	423957.0
Education	2005-12-29	UC9JPJoeQo9ohpzZUzEsU6Og	University of Michig...	25400	496	470419.0
Education	2006-10-12	UCruDwqjGlI-96UBk95IyMwA	University of Minnes...	12300	912	779985.0
Entertainment	2012-03-17	UC337rORh5-1-ECve0TUwL9w	University Of Mystic...	22300	116	521216.0
Music	2011-04-16	UC-QJF0zOBG744tafsutdKdw	University of North ...	21100	478	501715.0
Education	2007-03-29	UCFxceKSCxIpEYlBKlryO6uw	University of Notre ...	15800	988	677289.0
Education	2009-02-11	UCzdaFtpPWb-Pn6oYXQTCnxA	University of Nottin...	39200	2684	323555.0
Education	2007-04-25	UCrRdNuHLBSGjZEoby4d5gmw	University of Oregon...	15600	1852	675469.0
Education	2005-10-29	UCK8f1CUe8y403u3b0gCINww	University of Oxford...	171000	655	98585.0
Education	2008-02-01	UCZuzhTcxpJZ1VEJ5s9H9MdA	University of Pennsy...	24700	548	494053.0
Education	2006-12-04	UCZRLVZGCUZWYUEj2XQlFPyQ	University of Roches...	11300	820	871700.0
Education	2007-11-06	UCHoMx-mlf1CtlAT9jfpfZag	University of Surrey...	14800	568	695048.0
Education	2008-11-27	UCfZ9GQRp_IrVZ30KEQ0VV_w	University of the Ar...	11600	426	832667.0
Education	2007-06-06	UCDDiSoWjjf2SMnFMftaD5vg	University of Westmi...	14400	447	732819.0
Gaming	2013-03-19	UCgCrEypu1g9MqJL9XVXtEeQ	UniversityOfTrials	14200	423	737319.0
Music	2015-11-16	UCch06M86svlpCp8OTudvaBA	UniversMichaelJackso...	38700	1106	323778.0
Entertainment	2006-04-04	UCjdnrq9fuZLOD3-7CVO1iWg	UNIVERSO	374000	1298	
People & Blogs	2017-07-08	UCupnjH-tHg6NT1J3eHKLkiA	UnivHair Soleil	60400	53	233332.0
Entertainment	2015-06-14	UC6ofJdZFkC0sOuyoEtq5Q0A	Univision Promos	10800	1028	787180.0
Entertainment	2016-06-25	UCWi865tyDtqp36B1gPAT0ig	Univrsal Media Pro	2720000	861	4477.0
Sports	2007-12-11	UCQGFteokFe4j0i8xcNklQFA	mygolfspy	25100	101	451690.0
Entertainment	2008-01-19	UCRqWqb-iDlueYhUT98Ouj2A	MyGoodTimes	404000	4999	41926.0
News & Politics	2015-03-02	UCTJpJk8bqQQEqeX58z8eimA	MyGov India	81221	3759	172088.0
People & Blogs	2010-06-21	UCUgZLNPRfUQcEBooTu5aeiw	MyGreenCow	32000	514	384266.0
Music	2011-10-03	UC52MuyQH2NjS5cr2aUd6qKQ	myGuitarCoversHD	14458	196	674097.0
Howto & Style	2013-07-03	UCc9Po66Ghg5-RChE8VLaE-Q	MyHappinesz	330000	798	50867.0
Comedy	2009-06-05	UCJQL1Fai-9GlVunsbP4x8Pg	MyHarto	2450000	682	5315.0
Howto & Style	2012-06-16	UCQoFvV5L1R1y2jWZzlaK7nQ	MyHealthyDish	13900	107	757437.0
Education	2016-10-13	UCdRUkIjCg1ZQpN-22qPaOGQ	MyHeaven	14600	176	673777.0
People & Blogs	2008-09-17	UCT_enUFr_ZjlfuA6s55y_Lw	MyHeritage	26700	293	436287.0
Comedy	2015-12-26	UCPbeLBYp1ULqbSeonIB9OQg	Myhouseisdirty	22400	96	406329.0
People & Blogs	2015-10-01	UCJ-NMoM3387AtFPHmxKfccQ	MyHouseMyHome	19500	333	583587.0
Howto & Style	2017-11-20	UCekCHyXtRyLBwEj--2gmVvQ	MyHowBook	14900	26	719926.0
Howto & Style	2013-06-15	UCluMl_PEzIBH3ozvCDCvqsQ	MyInDulzens - Handma...	312900	237	56935.0
Entertainment	2013-08-01	UCUXxbgfmMzsg1UdSrYJzpZA	MyInfiniteLove	11700	50	868143.0
Entertainment	2011-10-26	UCOsXwLKX-jiq51K7hSecZDg	MyInvisibleChyrsalis...	261000	333	63793.0
People & Blogs	2010-07-25	UCgEacZczjhANCNe5DCeNWFA	myisraelHE	10600	318	895893.0
Entertainment	2011-09-27	UC2fLYZwoRQjJrrv5kFeYQFg	MyJazzyMac/Jukebox J...	10800	1364	807916.0
Music	2009-11-10	UCdtlhXq8cPkJ1evFkj9q5Qg	MyJESUStv	35200	176	342866.0
Sports	2011-04-05	UCZjSJfL_PS-tjJCvUFB5cCg	myjkyz87a	109000	449	143653.0
Gaming	2014-03-28	UCCnR6Z2PwVKHYOV-MXsTnew	Seanabonza	10300	168	897546.0
Gaming	2009-03-04	UCq54nlcoX-0pLcN5RhxHyug	SeaNanners Gaming Ch...	5540000	1839	1488.0
Gaming	2010-06-12	UCVI8kbwIYf5EvRKSNb1T1Kw	SeanB	51900	755	264993.0
Gaming	2015-11-22	UCSxHKGJ_iDDi5CxdFv4gS9w	SeanBits	11209	62	870789.0
Education	2015-04-30	UCR8kPYKmvjCBVk6UOqrlU-Q	SeanCapped	15000	42	739414.0
Gaming	2012-09-01	UCL-GkmbqszGgAlOgxJmVANA	SeanEazy	10966	1067	803106.0
Gaming	2013-07-17	UCWmzOv_bj8ah8MHo4v-fVwQ	SeanEDawgz	66800	485	209713.0
Entertainment	2014-06-06	UCDkgRyGyoji5ZDugyt02Y-A	Seanelliottoc	460000	230	40919.0
Entertainment	2006-11-14	UCIXdtdhO8g2D3kT50bi9MlA	SeanFlava	99000	594	169135.0
Gaming	2012-02-22	UCyTkTNJeDaIjyCpUSsZ9FJA	seangares	57000	47	245872.0
Music	2011-07-09	UCmeMXGJdH-xpYTZzI_laRaA	Seanh2k11	13400	208	706597.0
Howto & Style	2015-01-19	UCE-bw6PRKuDlH6fP1mP4nOw	SeanHodgins	22833	240	320283.0
Autos & Vehicles	2006-04-25	UCE97OsAKwLC5NYIgjfvpfag	Seaniccus	20800	172	548840.0
